Centre Name,Total,Aggregate,
0299-AMBA TALAVADI,2,0.00014751,
0231-SUBHASH NAGAR-09,1,0.00007376,
0263-KOROCHI 17,1,0.00007376,
0030-HADMATIYA,3,0.00022127,
0199-KAMALAKAR NAGAR-05,2,0.00014751,
0259-SAVARDE 01,12,0.00088509,
0064-KAVLAPUR 04,6,0.00044254,
0515-MANEKPURANI CHALI-1,4,0.00029503,
0128-NORANGPURA-D,3,0.00022127,
0274-BHIMWADI 06,4,0.00029503,
0351-KUMBHOJ 16,5,0.00036879,
0456-SN HARI MASJID-28,7,0.0005163,
0645-SURASHAMAL-3,1,0.00007376,
0208-BORGAON 05,5,0.00036879,
0387-SOLAGE MALA 2,5,0.00036879,
0005-NANDRE 03,2,0.00014751,
0463-MANUBHAI NI CHALI,4,0.00029503,
0033-D SECTOR -02,1,0.00007376,
0210-DURGA MATA MANDIR - 04,1,0.00007376,
0039-KOROCHI 05,5,0.00036879,
0169-KAMALAKAR NAGAR-03,1,0.00007376,
0335-NEW YOGESHWAR SOCIETY-2,3,0.00022127,
0373-MADA MAHUDI GOLLAV-2,15,0.00110636,
0096-INAM DHANAMI 03,1,0.00007376,
0085-KUPWAD 07,2,0.00014751,
0131-DANTIL F,1,0.00007376,
0367-NATHAGOLE TALIM 01,2,0.00014751,
0268-BHAKTI PITH-03,4,0.00029503,
0462-NIGAM SOCIETY,4,0.00029503,
0269-SHAHPUR AMBEDKAR NAGAR 02,6,0.00044254,
0224-NAGTHANE 04,10,0.00073757,
0065-ANAND NAGAR-01,4,0.00029503,
0080-BAHE-03,9,0.00066381,
0041-KAMERI-07,7,0.0005163,
0130-JAYSINGPUR 19,10,0.00073757,
0269-NAVARE NAGAR-5,3,0.00022127,
0206-JUNA VITHAL MANDIR-06,2,0.00014751,
0339-KUNTHAVALI 7,6,0.00044254,
0138-INAM DHAMNI-06,3,0.00022127,
0338-NAGAON MALWADI 01,1,0.00007376,
0232-NAI KA MOHALLA PAWANA,1,0.00007376,
0240-BHADKAMBE-01,15,0.00110636,
0501-AMRAI NAGAR 04,1,0.00007376,
0331-SN AJMERI MASJID-24,12,0.00088509,
0271-HIRALAL NI CHALI,3,0.00022127,
0205-JAISINGHPURA C,1,0.00007376,
0418-NETIVALI-35,2,0.00014751,
0102-PARSNAL,1,0.00007376,
0181-SUNDARIYAVAS-A,10,0.00073757,
0311-BAPURAM NAGAR 02,2,0.00014751,
0155-ASALPUR-D,1,0.00007376,
0087-GANGAVESH JOSHI GALLI,3,0.00022127,
0489-PATHAVAT-10,5,0.00036879,
0292-SN JAFRI SCHOOL 09,1,0.00007376,
0172-WALDHUNI-07,1,0.00007376,
0427-CHANDRAPRABHA NAGAR-3,1,0.00007376,
0111-BORGAON 03,2,0.00014751,
0075-MASUR-04,1,0.00007376,
0300-MAHALAXMI NAGAR 3,2,0.00014751,
0087-SAKALCHAND MUKHI NI CHALI,2,0.00014751,
0081-WALWA-08,16,0.00118012,
0508-SUBHASH NAGAR 16,1,0.00007376,
0394-TORNA NAGAR-03,2,0.00014751,
0103-SONTALI 01,3,0.00022127,
0172-HUPARI 07,5,0.00036879,
0180-SAHYADARI NAGAR-03,2,0.00014751,
0340-GEEVALI CHALI,5,0.00036879,
0012-HAJI MALANG ROAD,1,0.00007376,
0142-ISLAMPUR-03,2,0.00014751,
0014-STATION ROAD 01,1,0.00007376,
0270-VATHAR-01,2,0.00014751,
0443-NARAYANPURA NI CHALI,3,0.00022127,
0319-VIRATNAGAR-C,1,0.00007376,
0229-LAXMI NAGAR 01,1,0.00007376,
0031-GOVINDWADI -3,2,0.00014751,
0549-JARIWADI CHALI,1,0.00007376,
0300-VASNA,5,0.00036879,
0553-PASHWANATH-2,3,0.00022127,
0172-RAVIVAR PETH 07,4,0.00029503,
0193-MEENAWALA-A,3,0.00022127,
0420-OM SAI RAM COLONY-02,1,0.00007376,
0399-BUWAPADA-24,4,0.00029503,
0211-JADAV PARK ABHILASA,1,0.00007376,
0410-PREM TEKDI-11,4,0.00029503,
0467-MOTILAL NI CHALI-2,1,0.00007376,
0183-SHIROL 07,2,0.00014751,
0023-TORDA,4,0.00029503,
0369-NIWARU,1,0.00007376,
0453-RAMBAG LANE-01,5,0.00036879,
0284-KURUNDWAD 16,2,0.00014751,
0356-VASANT RAJAB NAGAR-2,7,0.0005163,
0342-D-SECTOR-16,7,0.0005163,
0508-CHEHAR NAGAR-2,2,0.00014751,
0381-VIJAY NAGAR - 05,4,0.00029503,
0238-MANIK NAGAR 03,6,0.00044254,
0292-LAXMANPURA ANIYAD,2,0.00014751,
0120-DHINDHA-C,1,0.00007376,
0425-D SECTOR-23,8,0.00059006,
0483-DHOBI NI CHALI,7,0.0005163,
0308-VIJAY NAGAR 03,2,0.00014751,
0169-SAMAJ MANDIR - 2,2,0.00014751,
0201-SN LOTUS COLONY-17,9,0.00066381,
0490-NEW BHENDIPADA 4,2,0.00014751,
0529-PANDIT NAGAR,8,0.00059006,
0010-VENEGAON-01,9,0.00066381,
0390-SHAHU MIL COLONY 01,1,0.00007376,
0367-KAMROL-3,1,0.00007376,
0476-INDIRA NAGAR LAMBHA,4,0.00029503,
0287-KHARDEV NAGAR 06,1,0.00007376,
0364-JAGRUTI NAGAR 01,2,0.00014751,
0167-SONTALI 03,7,0.0005163,
0506-VAJALIYA,2,0.00014751,
0163-LUNIYAWAS-C,2,0.00014751,
0047-KAROLI-C,4,0.00029503,
0393-LAXMI NAGAR-11,1,0.00007376,
0200-TAKAVADE VES 3,5,0.00036879,
0181-OM GANESH COLONY 02_TUL,3,0.00022127,
0378-ALAS 01,5,0.00036879,
0413-MALU,2,0.00014751,
0355-ABHAR FATA 04,11,0.00081133,
0203-CHAITNYA NAGAR 02,6,0.00044254,
0358-SHAHPUR 21,6,0.00044254,
0023-MOR AMBALI-1,2,0.00014751,
0095-TAKAVADE 04,6,0.00044254,
0054-WARNALI 12,2,0.00014751,
0133-BHUYE 04,3,0.00022127,
0311-CHANDUR 03,9,0.00066381,
0457-BHAKTI NAGAR,5,0.00036879,
0376-GAIKWAD PADA- 13,2,0.00014751,
0017-KARPEWADI-1,1,0.00007376,
0206-GIRDHARIPURA-C,3,0.00022127,
0392-SHIVAJI NAGAR,2,0.00014751,
0056-RAMAN MALA 02,2,0.00014751,
0386-RATADIYA,1,0.00007376,
0048-BHESAL,2,0.00014751,
0275-SN HARI MASJID 03,1,0.00007376,
0126-SITARAMNAGAR-B,1,0.00007376,
0090-WAGMODE NAGAR 01,1,0.00007376,
0224-TEMBLAIWADI 03,2,0.00014751,
0142-SOMJIPURA-B,1,0.00007376,
0042-VAGHAJAIWADI-01,7,0.0005163,
0190-GOPALPURA-B,3,0.00022127,
0272-SHAHAPUR 18,4,0.00029503,
0063-SANGLI 18,6,0.00044254,
0494-CHAUHANPURA-10,1,0.00007376,
0423-NAGEWADI-02,2,0.00014751,
0105-KHOPAT-03,1,0.00007376,
0504-AYODHYA NAGAR-2,1,0.00007376,
0051-CHIPRI 04,1,0.00007376,
0312-PETH-06,11,0.00081133,
0357-AJAY NAGAR,1,0.00007376,
0237-CHANDODA-B,10,0.00073757,
0059-MHADA COLONY KANJUR - 03,1,0.00007376,
0445-TANAJI NAGAR-13,7,0.0005163,
0338-SN LC KOHINOOR-02,7,0.0005163,
0367-THAKOR WAS GHODASAR,1,0.00007376,
0345-BUWAPADA-21,5,0.00036879,
0408-BUDDH VIHAR-5,1,0.00007376,
0388-VISHAJI MATANI CHALI,6,0.00044254,
0616-KHADAVALI CHALI-3,1,0.00007376,
0243-SHAHPUR 12,4,0.00029503,
0210-VANZARA WAS-2,1,0.00007376,
0232-PRAGATI CHOK-2,1,0.00007376,
0316-TATA NAGAR - 18,6,0.00044254,
0009-ASHTA MIRAJ VASAHAT-02,2,0.00014751,
0342-KOCHRAB-2,2,0.00014751,
0025-MINDA-A,1,0.00007376,
0075-WALNESHWADI-02,3,0.00022127,
0299-TN SAMTA BUDHA VIHAR 01,7,0.0005163,
0343-TAKVADE VES 06,6,0.00044254,
0340-MANEKLAL NI CHALI,3,0.00022127,
0196-TEMBHIPADA - 04,1,0.00007376,
0207-BHARAT NAGAR-01,1,0.00007376,
0290-BHATWADI - 05,2,0.00014751,
0246-BAGANI-07,2,0.00014751,
0096-JAYSINGPUR 12,11,0.00081133,
0139-BISUR-02,5,0.00036879,
0154-GAUTAM NAGAR-15,4,0.00029503,
0297-GOVINDWADI RETIBUNDER 3,6,0.00044254,
0275-TADIYAPURA SAROL,1,0.00007376,
0243-SURAJPURA-D,1,0.00007376,
0738-DEVKI VANSOL-8,1,0.00007376,
0120-BAKHHAR DEDKIYA FALIYU,1,0.00007376,
0171-KARNAL NAKA 03,3,0.00022127,
0299-HOUSING BOARD - 22,8,0.00059006,
0162-DAHA CHAWL-6,2,0.00014751,
0294-DHANAGAR GALLI ISLAMPUR-23,5,0.00036879,
0047-HATHIPURA,1,0.00007376,
0379-RANIPURA-5,5,0.00036879,
0049-PATTAN KODOLI 03,4,0.00029503,
0306-VIJAPUR,2,0.00014751,
0369-SHUKRAWAR PETH 04,3,0.00022127,
0315-SURYA NAGAR-09,3,0.00022127,
0252-SULTANPURA,2,0.00014751,
0327-KHUNTAVALI - 6,4,0.00029503,
0392-SAVITA NAGAR,2,0.00014751,
0252-KRUPA TALAVADI DAVOL,1,0.00007376,
0357-LOKMANYA NAGAR 08,7,0.0005163,
0381-RAGHUNATHPURA-3,6,0.00044254,
0447-KOLSHEWADI-15,3,0.00022127,
0170-VIKRAM NAGAR 01,3,0.00022127,
0006-SIDDHARTH NAGAR-01,1,0.00007376,
0363-TATA NAGAR 22,3,0.00022127,
0239-MUDSHNGI 01,4,0.00029503,
0471-MOTILAL NARYANDAS NI CHALI,6,0.00044254,
0353-JARIYA,4,0.00029503,
0140-KAROLI-3,8,0.00059006,
0190-NARAYAN NAGAR,1,0.00007376,
0084-NETIVALI-7,1,0.00007376,
0461-ASHIRWAD SOCIETY-05,2,0.00014751,
0427-HANUMAN MANDIR NI CHALI-2,1,0.00007376,
0333-RUI-7,10,0.00073757,
0041-BUWAPADA-6,7,0.0005163,
0088-CHAMPA NAGAR-A,5,0.00036879,
0269-GOVINDPURA,2,0.00014751,
0323-PATIL MALA 01,4,0.00029503,
0348-NEW BARA BANGALA 3,1,0.00007376,
0258-LBC HIRANANDANI 20 B,12,0.00088509,
0008-JETAPURA,10,0.00073757,
0278-TN MOHAMMED CHWAL 01,1,0.00007376,
0433-SAMRAT ASHOK NAGAR-19,2,0.00014751,
0092-NARSIHAPUR 01,8,0.00059006,
0363-GOTKHINDI-08,2,0.00014751,
0334-GOSAVI GALLI 05,13,0.00095884,
0033-SANGLI 06_TUL,3,0.00022127,
0299-NERLE-05,8,0.00059006,
0245-SHANIVAR PETH 06,2,0.00014751,
0465-TATA NAGAR-05,3,0.00022127,
0340-RANIPURA-3,8,0.00059006,
0403-PREM TEKADI-10,6,0.00044254,
0317-NARSINGPUR-03,7,0.0005163,
0214-VATVA GAM,1,0.00007376,
0051-DHANI RAMDAS KI-A,1,0.00007376,
0561-BECHARPURA-2,2,0.00014751,
0384-SHIVKRUPA-02,1,0.00007376,
0043-KANOD-3,2,0.00014751,
0356-MAHADEV GALLI 01,4,0.00029503,
0250-ABHRIPUR,12,0.00088509,
0326-BHAKTI PITH 4,6,0.00044254,
0440-PREM TEKNI-10,6,0.00044254,
0279-SN AJMERI MASJID - 14,18,0.00132763,
0019-PATTAN KODOLI 01,2,0.00014751,
0218-JAYSINGH PURA-A,2,0.00014751,
0401-KHAMKARWADI-2,1,0.00007376,
0337-MANORMA NAGAR 07,1,0.00007376,
0258-SAMBHAJI NAGAR 01,7,0.0005163,
0269-SHUKLAWAS-A,1,0.00007376,
0213-VANTA RINCHHIYA-6,5,0.00036879,
0076-B-SECTOR-03,6,0.00044254,
0005-BAD KI DHANI,1,0.00007376,
0445-BHAVANIPURA PITH-2,2,0.00014751,
0161-SAIKRUPA SOCIETY,2,0.00014751,
0194-BAJRANG COLONY-B,6,0.00044254,
0046-SHIVAJI NAGAR-8,8,0.00059006,
0422-MAHAJAN NO VADO-3,3,0.00022127,
0080-TAKAVADE 03,9,0.00066381,
0490-LAXMIPURA-3 BAGDOL,2,0.00014751,
0331-PRATAPPURA-4,1,0.00007376,
0084-LALLUBHAI COMPOUND-06,2,0.00014751,
0287-TEMBLAIWADI 06,4,0.00029503,
0200-DUDHONDI-04,11,0.00081133,
0141-AVADHUT AKHADA-01,1,0.00007376,
0208-BETHLELAM NAGAR 03,6,0.00044254,
0249-GOSAVI GALLI 01,8,0.00059006,
0285-PARIXIT NAGAR-3,9,0.00066381,
0290-DEVALIKUVA-3,6,0.00044254,
0068-GAVDEVI-3,3,0.00022127,
0078-BUWAPADA-08,3,0.00022127,
0532-VIDHYA NAGAR,1,0.00007376,
0340-NIPANIVESH KAGAL 02,9,0.00066381,
0005-KAMGAR CHAWL-1,2,0.00014751,
0357-SURAJPURA-G,1,0.00007376,
0433-BHAVANIPURA PITH,3,0.00022127,
0124-ISHWARPURA-1,2,0.00014751,
0286-LOTUS COLONY KGN -23,4,0.00029503,
0179-RAYKHAD,2,0.00014751,
0344-NEW SANTOSHI MATA CHAWL 2,2,0.00014751,
0115-PURANI HAUSING SOCITY 2,1,0.00007376,
0165-SHIVAJI NAGAR-15,1,0.00007376,
0264-LIMBONI BAUG - 15,9,0.00066381,
0330-THANAPUDE-04,13,0.00095884,
0241-SANGAM NAGAR 03,8,0.00059006,
0117-TORDA B,1,0.00007376,
0401-ANAND NAGAR-06,2,0.00014751,
0261-PANCHGAON 03,2,0.00014751,
0254-PADAVALWADI-01,1,0.00007376,
0335-ASHALEPADA 17,3,0.00022127,
0008-YELUR-01,4,0.00029503,
0311-BAMBAWADE 01,3,0.00022127,
0142-GADMUDSHINGI 06,1,0.00007376,
0229-BICHUD 01,9,0.00066381,
0125-GONDHALE GALLI 01,6,0.00044254,
0167-BHANKARI-E,1,0.00007376,
0057-JAYSINGPUR 09,3,0.00022127,
0315-SN LOTUS COLONY-23,4,0.00029503,
0336-BUWAPADA 20,6,0.00044254,
0103-TAKALI ROAD-01,10,0.00073757,
0280-SUKHSHANTI CHAWL-A,1,0.00007376,
0193-PRAKASH NAGAR 04,2,0.00014751,
0441-NAVRANGPURA NANAVAGA,1,0.00007376,
0624-SHYAMKUNJ SOC,3,0.00022127,
0462-BUWAPADA-27,4,0.00029503,
0108-MANIK NAGAR 02,3,0.00022127,
0024-LALLUBAI COMPOUND - 02,9,0.00066381,
0248-DUNGARIPURA-2,11,0.00081133,
0020-ASHTA-04,1,0.00007376,
0164-RALAWATA-A,4,0.00029503,
0131-URUNWADI 01,1,0.00007376,
0269-BHAVANI NAGAR-02,1,0.00007376,
0457-GOKUL NAGAR KALALI,5,0.00036879,
0118-MAHADEV PALDI,4,0.00029503,
0304-BHAVANI NAGAR-06,10,0.00073757,
0115-KASEGAON 02,2,0.00014751,
0190-DHINDA-C,2,0.00014751,
0237-BHILWADI 05,3,0.00022127,
0509-NEW BHENDIPADA 22,1,0.00007376,
0292-ASARA NAGAR 04,6,0.00044254,
0142-VIJAY NAGAR-01,4,0.00029503,
0117-KURUNDWAD 02,5,0.00036879,
0032-RETHARE BU 02,6,0.00044254,
0303-DELOL STATION-2,3,0.00022127,
0238-BHAISAVA-D,2,0.00014751,
0064-NIMSHIRGAON-02,7,0.0005163,
0178-KALIYAVAV VACHALU FALIYU,2,0.00014751,
0005-KAMERI-03,6,0.00044254,
0193-NARAYAN NAGAR ISANPUR,8,0.00059006,
0011-VAJROSHI-01,3,0.00022127,
0186-RUKADI 12,1,0.00007376,
0278-BANETI-A,1,0.00007376,
0157-TODKAR MALA-01,8,0.00059006,
0233-KERALE 02,2,0.00014751,
0155-ISLAMPUR 05,7,0.0005163,
0362-LILADHAR HALL-1,10,0.00073757,
0072-TUPARI 05,7,0.0005163,
0598-VALLA,2,0.00014751,
0249-LBC ASHTVINAYAK -02,5,0.00036879,
0341-VIKRAM NAGAR 06,1,0.00007376,
0073-BUDHGAN 06,4,0.00029503,
0086-KANJURMARG-4,1,0.00007376,
0287-RETHARE HARNAKSHA-04,4,0.00029503,
0137-NAVAPURA JAVOL-3,15,0.00110636,
0077-KANAJIYA BARIAF,3,0.00022127,
0148-GATADWADI-01,1,0.00007376,
0107-ASHALE PADA-01,3,0.00022127,
0315-VIRATNAGAR-B,4,0.00029503,
0409-D SECTOR-22,3,0.00022127,
0141-KALAMWADI-02,8,0.00059006,
0510-BARKUPADA-7,3,0.00022127,
0047-ANANTPURA-A,1,0.00007376,
0161-ORVADA RAVAL FALIYU,1,0.00007376,
0066-RETHARE HARNAKSH 02,4,0.00029503,
0063-KAGJIWADA -B,2,0.00014751,
0308-LABHA-1,1,0.00007376,
0386-PUNJABI TALAV,4,0.00029503,
0388-FAKIRA TENK NA CHHAPRA,8,0.00059006,
0442-MOTIRAM PARK-07,1,0.00007376,
0210-RAIGAR MOHALLA-A,2,0.00014751,
0450-PREM TEKDI-11,5,0.00036879,
0060-TANDULWADI 02,7,0.0005163,
0321-ADAS-B,1,0.00007376,
0229-PHULERA-G,2,0.00014751,
0079-YADRAV 05,6,0.00044254,
0066-GAYATRI MANDIR,2,0.00014751,
0092-SANGLI 27,2,0.00014751,
0255-RAMBAG LANE NO - 0,4,0.00029503,
0321-RETHARE DHARAN-07,11,0.00081133,
0184-TAKAVADE 08,12,0.00088509,
0067-KAVALAPUR 05,4,0.00029503,
0164-SHAHAPUR 06,4,0.00029503,
0472-KANTODIYA WAS-3,1,0.00007376,
0042-CHAUHANPURA-4,2,0.00014751,
